Date,Headline,Sentiment,Predicted Sentiment
2024-08-24,Saturday links: the real purpose of fun,neutral,
2024-08-24,"British American Tobacco: Called The Surge, Staying Invested",positive,
2024-08-24,"Philip Morris' Stock Is Going Up, So Will Its Dividend",positive,
2024-08-24,10 Weekend Reads,neutral,
2024-08-24,"One Evening at the Democratic National Convention August 20, 2024",neutral,
2024-08-24,Book Bits: 24 August 2024,neutral,
2024-08-24,Two ACA Private Sector Enrollment Sites Blocked from the ACA Marketplace,negative,
2024-08-24,Nvidia: Stanley Druckenmiller Is Out; Short-Term Uncertainties Warrant Cautious Investment Approach,negative,
2024-08-24,When does Putin finally say “enough is enough?”,neutral,
2024-08-24,How Partisan Media Outlets Covered RFK Jr.’s Trump Endorsement,neutral,
2024-08-24,The Spirit and Heartbeat of Israel and Technology,positive,
2024-08-24,"New York to Pay $155 Per Megawatt Hour for Wind, Current Rate is $36 Per MWH",negative,
2024-08-24,Older Civilizations had ways to counter the urban heat island effect,positive,
2024-08-24,Vote for Harris if You Want Radical Racial Indoctrination of Your Kids,negative,
2024-08-24,New Deal democrats Weekly Indicators August 19-23 . . . Progress?,neutral,
2024-08-24,Brazil's Campos Neto says markets perceiving less monetary intervention,neutral,
2024-08-24,"Schedule for Week of August 25, 2024",neutral,
2024-08-24,"Elliott Leads Bidding for Citgo, US Refiner Owned by Venezuela",neutral,
2024-08-24,Why dividend stocks should be a hot play into fall,positive,
2024-08-24,Which retail stocks are winning with consumers?,neutral,
2024-08-24,Scramble for Critical Minerals Spurs an African Rail Revival,positive,
2024-08-24,Stocks jump as Fed chair Powell signals September rate cut,positive,
2024-08-24,Singapore Convicted Tycoon’s Mansion Sold at $3 Million Discount,negative,
2024-08-24,7-Eleven Is a Hard Target for Couche-Tard to Land in Takeover Bid,neutral,
2024-08-24,Can the G.O.P. Really Become the Party of Workers?,neutral,
2024-08-24,Turkey Probes False Social Media Posts That Finance Chief Quit,neutral,
2024-08-24,One Husband Is Enough: Women in Their 60s See No Need to Remarry,neutral,
2024-08-24,This week in Bidenomics: It's about time,positive,
2024-08-24,Harris has little to say about oil and gas these days. Experts explain why.,neutral,
2024-08-24,Jerome Powell's pivot fuels an all-conquering Wall Street rally,positive,
2024-08-24,China Won’t Ban Bond Trading But Sees Risk in Buying Frenzy,neutral,
2024-08-24,Care Policies Take Center Stage in Harris’s Economic Message,positive,
2024-08-23,"Undercovered Dozen: Delcath Systems, Bavarian Nordic, Tempus AI, Journey Energy +",neutral,
2024-08-23,"New Home Sales Surge in July, What Will that Do for GDP?",positive,
2024-08-23,Friday links: a time to adjust,neutral,
2024-08-23,Fed Does Not Seek or Welcome Further Labor Market Cooling,neutral,
2024-08-23,"Nvidia: Despite Megatrends, Discipline Warranted",neutral,
2024-08-23,Financial Stocks At All-Time Highs...Fintech Venture Mood All-Time Lows,negative,
2024-08-23,Podcast links: fading dominance,negative,
2024-08-23,"MiB: Ricky Sandler, Eminence Capital",neutral,
2024-08-23,"How investors can prepare for lower interest rates: It's 'like getting a haircut,' advisor says",neutral,
2024-08-23,Is The Housing Market Poised For A Rebound?,neutral,
2024-08-23,Macro Briefing: 23 August 2024,neutral,
2024-08-23,"Robert Kennedy Drops Out of Election, Endorses Donald Trump",neutral,
2024-08-23,Latest Memo From Howard Marks: Mr. Market Miscalculates,neutral,
2024-08-23,Wall St Week Ahead 'Super Bowl' Nvidia earnings stand to test searing AI trade,neutral,
2024-08-23,Wall Street ends sharply higher as Powell cements September rate cut hopes,positive,
2024-08-23,Philippines Brings Home 7 Nationals Arrested in Golden Triangle,neutral,
2024-08-23,"The US added 818,000 fewer jobs this year than originally estimated",negative,
2024-08-23,It will be a tough ride into the end of the year: Paul Sankey,negative,
2024-08-23,Hedge Funds Boost Bullish Wagers on Gold to Four-Year High,positive,
2024-08-23,Major Central Banks Now Aligned as Powell Signals Fed Cuts Ahead,positive,
2024-08-23,Hedge Funds Dump Diesel as Supply Glut Tanks Futures Market,negative,
2024-08-23,Charities fear double energy price hit for pensioners,negative,
2024-08-23,"Stock Market News, Aug. 23, 2024: S&P 500 Closes Higher After Powell Sends Strongest Signal Yet on Rate Cuts",positive,
2024-08-23,S&P Cuts Kenya Deeper Into Junk After Repeal of Tax Hikes,negative,
2024-08-23,Elektra Cut From S&P’s Mexico Index After Halt on Alleged Fraud,negative,
2024-08-23,There goes new Starbucks CEO's 'messiah' status,negative,
2024-08-23,Longtime investor fears Tesla's 'best days' are in rear-view mirror,negative,
2024-08-23,China’s Top Consumer Earnings Show Stocks Recovery Is a Ways Off,negative,
2024-08-23,"I think the Fed will act ‘slow, but regular’: Bob Doll",neutral,
2024-08-23,"Youngsters not in work or education rise to 870,000",negative,
2024-08-23,Malaysian 5G Network Owner Scraps Stake Sale to Telekom Malaysia,negative,
2024-08-23,We need more incentives for housing production: Jim Tobin,neutral,
2024-08-23,"Stocks, Bonds Fall as Traders Rethink Fed Velocity: Markets Wrap",negative,
2024-08-23,"Stock Market News, Aug. 22, 2024: Stocks Fall Ahead of Powell’s Jackson Hole Speech",negative,
2024-08-23,These tips for investing in mutual funds and ETFs dig you out of a money pit,positive,
2024-08-23,Stock futures inch up with all eyes on Powell's key Jackson Hole speech,neutral,
2024-08-23,Powell’s Jackson Hole speech could rally stocks — but messaging is key,neutral,
2024-08-23,Japan Strategists Size Up Leadership Candidates on Market Impact,neutral,
2024-08-23,Medicare Advantage could lead to lower hospital credit ratings: S&P,negative,
2024-08-23,Ambassador Warns of Drug Cartel Risks to Mexican Judiciary from AMLO Bill,negative,
2024-08-23,"Cava reports juicy earnings as steak launch, sales growth pushes stock to all-time high",positive,
2024-08-23,S&P 500 trails ETF targeting global stocks outside U.S. so far this quarter,negative,
2024-08-23,Peloton to charge sizable 'activation fee' for used equipment purchases,negative,
2024-08-23,"‘I have a dirty secret’: When I fly, I erase ‘basic economy’ on my ticket to skip the boarding line. My friend says it’s cheating. Who’s right?",neutral,
2024-08-23,Crypto Lobbyist Charged With Breaking Campaign Finance Rules,negative,
2024-08-23,Fed Officials Argue for Gradual Pace of Cuts Starting Soon,neutral,
2024-08-23,The Japanese Yen’s New Era of Volatility,neutral,
2024-08-23,Bill Holdings shares get a lift from buyback plan,positive,
2024-08-23,Cava’s successful steak launch beefs up restaurant chain’s earnings,positive,
2024-08-23,Nasdaq leads stock slide as Wall Street braces for Powell speech,negative,
2024-08-23,Mortgage rates fall to lowest since May 2023,positive,
2024-08-23,"Stocks making the biggest moves after hours: Cava, Uber, Ross Stores, Workday & more",neutral,
2024-08-23,"Cava beats estimates across the board, raises outlook as stock reaches all-time high",positive,
2024-08-23,"At Ross, ‘value offers’ worked, but discount retailer sounds cautious for the rest of the year",neutral,
2024-08-23,The labor market cooldown is 'leveling off',neutral,
2024-08-23,Want to be ‘wealthy’ in America? You’ll need a lot more than $1 million.,negative,
2024-08-23,Money-Market Funds Have Lured $106 Billion So Far This Month,positive,
2024-08-23,This is how Canada’s railroad dispute threatens North American supply chains,negative,
2024-08-23,Workday’s stock dips after earnings as revenue outlook is a touch light,negative,
2024-08-23,"Blackstone’s BREIT Names Wesley LePatner CEO, Succeeding Cohen",neutral,
2024-08-23,Nvidia is the poster child for the AI-driven stock market: Daniel Niles,positive,
2024-08-23,"Brazil's central bank is not cornered into raising interest rates, says director Galipolo",neutral,
2024-08-23,"Brazil’s Monetary Policy Is Example to Avoid, Colombian Central Banker Says",negative,
2024-08-23,"Fed Chair Powell has given us the blueprint, it's 25: Pete Najarian",positive,
2024-08-23,Partner of Ex-FTX Executive Indicted on Campaign-Finance Offenses,negative,
2024-08-23,"Wamco’s Investigation Examining 17,000 Trades Over Three Years",neutral,
2024-08-23,Here's everything to expect from Fed Chair Powell's speech Friday in Jackson Hole,neutral,
2024-08-23,Nvidia stock slips ahead of earnings release,negative,
2024-08-23,Fed September rate cut is an uncertainty: Liz Ann Sonders,neutral,
2024-08-23,"Mexico's GDP, inflation figures support bets of September rate cut",positive,
2024-08-23,"We paid a 'really heavy' price for being a depressed nation, and will continue to pay: Charles Payne",negative,
2024-08-23,B. Riley-Backed Franchise Group Wins Brief Reprieve From Lenders,positive,
2024-08-23,Evolent Rises on Report of Sale Talks After Receiving Interest,positive,
2024-08-23,We're witnessing a war in the Democratic Party right now: Jon Levine,negative,
2024-08-23,US High-Grade Bond Sellers Eye $125 Billion in September Deals,positive,
2024-08-23,Commercial real estate is trending towards its best year since COVID: Bruce Mosler,positive,
2024-08-23,Mortgage rates edge lower,positive,
2024-08-23,Labor market revisions hit these workers the hardest,negative,
2024-08-23,"Mike Lynch, man once dubbed 'Britain's Bill Gates,' dies at age 59",negative,
2024-08-23,US 30-year fixed-rate mortgage slips to lowest level since May 2023,positive,
2024-08-23,Ghana to Start Eurobond Exchange Next Week to Wrap Up Debt Revamp,neutral,
2024-08-23,Jail Operator Drops Muni-Funded Detention Center as Inmates Decrease,negative,
2024-08-23,US Mortgage Rates Drop to a 2024 Low as Buyers Await Fed Cuts,positive,
2024-08-23,Rising wages putting an unprecedented strain on 90-year-old sandwich shop,negative,
2024-08-23,Madagascar’s Vanilla Sales Plunge 64% on Competition and Market Liberalization,negative,
2024-08-23,Jefferies-Led Bank Group Loses $15 Million Underwriting M2S Loan,negative,
2024-08-23,"CME, S&P Explore Sale of Post-Trade Joint Venture OSTTRA",neutral,
2024-08-23,Vibrant Green Fields Signal a Big US Corn Crop and Weak Prices,neutral,
2024-08-23,Fridson Sees Low Duration Limiting Junk Bonds Amid Credit Rally,neutral,
2024-08-23,Philadelphia Fed President Harker advocates for interest rate cut in September,positive,
2024-08-23,Mike Lynch: Tributes paid to 'UK's greatest tech entrepreneur',positive,
2024-08-23,This small-cap fund is outperforming the Russell 2000. Here's how it works,positive,
2024-08-23,Private Credit Managers Are Helping Banks Keep Risky Clients,neutral,
2024-08-23,Democrats make the case that Harris is good for business,positive,
2024-08-23,"Euro zone business activity gets boost from Olympics, PMI shows",positive,
2024-08-23,El-Erian Says Market Is Pricing In Too Many Fed Rate Cuts,negative,
2024-08-23,Investors should set up for a ‘potential surprise’ from Powell: Brian Belski,neutral,
2024-08-23,Fed policymakers see job market key to rate-cut decision,neutral,
2024-08-23,Adani Founders to Raise $500 Million From Cement Unit Share Sale,neutral,
2024-08-23,"Shares gain, dollar subdued as Fed readies rate cuts",positive,
2024-08-23,NFT Marketplace Magic Eden Expands Push Outside of NFTs,neutral,
2024-08-23,"US Shale Oil to Accelerate Production on Efficiencies, BNEF Says",positive,
2024-08-23,US business activity edges lower; pricing power ebbs further,negative,
2024-08-23,TSX opens lower as mining stocks decline,negative,
2024-08-23,Taiwan’s Shin Kong Financial Agrees to Merge With Rival Taishin,positive,
2024-08-23,"Stock market today: S&P 500, Nasdaq rise as rate-cut conviction runs high",positive,
2024-08-23,Stocks rise as rate-cut conviction runs high,positive,
2024-08-23,"Quantitative Tightening Goes Global for the First Time, in Test for Markets",neutral,
2024-08-23,"Cava is set to report Q2 earnings results, as stock reaches new all-time high",positive,
2024-08-23,Bangladesh to Raise Policy Rates From Next Week to Fight Prices,negative,
2024-08-23,Fed's Collins: will soon be appropriate to cut interest rates,positive,
2024-08-23,Lobito Atlantic Railway Exports First Copper to US From DRC,positive,
2024-08-23,Expert Gordon Chang pushes global companies to ‘air gap’ their China operations,neutral,
2024-08-23,Stocks Up on ‘Middle-of-the-Road’ Jobless Claims: Markets Wrap,positive,
2024-08-23,US jobless claims rise in latest week,negative,
2024-08-23,"US Convertible Issuance Tanks as Markets Swing, Rates Stay Uncertain",negative,
2024-08-23,Hungary Says Mol Nears Deal for Russian Oil Supply Via Ukraine,neutral,
2024-08-23,"Nigerian Firms Have Bleak Short Term Naira Outlook, Survey Shows",negative,
2024-08-23,Germany Nears Rescue Deal for Cruise Ship Builder Meyer Werft,positive,
2024-08-23,BMW Pulls Ahead of Tesla in European EV Sales For First Time,positive,
2024-08-23,China's self-driving startup WeRide delays U.S. IPO as deadline looms,negative,
2024-08-23,What to look for at Fed's Jackson Hole symposium,neutral,
2024-08-23,Judge Dismisses Lawsuit From Disabled Workers Against Elon Musk's X,neutral,
2024-08-23,"Supreme Court Allows Arizona To Require Proof Of Citizenship For State Votes, But Not For Congressional Or Presidential",neutral,
2024-08-23,Quinn: They've Selected Kamala & This Is Their Plan,neutral,
2024-08-23,Spot The Odd One Out: EV Adoption By State,neutral,
2024-08-23,“Your Cynicism Is Sickening”,negative,
2024-08-23,Life In A Sound-Money World,neutral,
2024-08-23,"Get Woke, Go Broke: Disney Cancels Gay Star Wars Show After One Season",negative,
2024-08-23,"""Must Have Been Tipped Off"": Jack Daniel's Cuts Woke Training Ahead Of Robby Starbuck's Next Exposé",negative,
2024-08-23,"Who Is ""Destroying Democracy In Darkness?""",negative,
2024-08-23,Stocks & Bonds Slammed Ahead Of J-Hole As FedSpeak Slows Rate-Cut Euphoria,negative,
2024-08-23,"To Avoid DOJ Entrapment, Trump Says He Doesn't Want Intel Briefings",negative,
2024-08-23,"As the Debby effect dissipates, initial claims remain positive for the economy",positive,
2024-08-23,"Betting Odds Say Kennedy Will Drop Out to Endorse Trump, Will This Matter?",neutral,
2024-08-23,Kroger Engages in Theater – Kabuki Style,neutral,
2024-08-23,Thursday links: the tip of the iceberg,neutral,
2024-08-23,Healthcare Costs Expected to Surge at Highest Rate in 15 Years,negative,
2024-08-23,ANGL: I Can't Believe I'm Writing 'I Like This Junk Bond ETF',positive,
2024-08-23,Realty Income: A Smart Investment Even For Younger Investors,positive,
2024-08-23,"Existing-Home Sales End Four-Month Decline, Increase 1.3 Percent",positive,
2024-08-23,Longform links: constraining future historians,neutral,
2024-08-23,December 2006: Tanta joined CR!,neutral,
2024-08-23,"A Breakdown, by Sector, of the Negative 818,000 BLS Job Revisions",negative,
2024-08-23,Navigating Financial Disasters (Updated),neutral,
2024-08-23,Two Rounds Of Key Economic Reports To Go Ahead Of US Election,neutral,
2024-08-23,Albertsons Give Away,positive,
2024-08-23,Macro Briefing: 22 August 2024,neutral,
2024-08-21,"Analyzing Market Sentiment, $AMD's Big Move, $HACK and $PANW on the Rise?",neutral,
2024-08-22,Stew Leonard’s CEO on Harris’ price-fixing plan: ‘Let the market handle pricing’,neutral,
2024-08-22,Asian Equities to Rally on Fed’s Dovish Minutes: Markets Wrap,positive,
2024-08-22,How younger consumers are reshaping the luxury market,positive,
2024-08-22,Stock futures are little changed Wednesday night: Live updates,neutral,
2024-08-22,"Stock Market News, Aug. 21, 2024: Stocks Rise After Fed Minutes Signal September Rate Cut",positive,
2024-08-22,Disney taps Morgan Stanley’s Gorman to oversee selection of Bob Iger’s successor,neutral,
2024-08-22,Bitcoin’s recovery is dragging. Here’s why crypto investors aren’t buying the dip just yet.,negative,
2024-08-22,U.S. Investigating Americans Who Worked With Russian State Television,negative,
2024-08-22,Fed minutes flag Treasury-market leverage as a risk to financial stability,negative,
2024-08-22,Fed Minutes Show Several Saw Case for Cutting Rates in July,positive,
2024-08-22,"Zoom sees more sales from some of its biggest customers, and stock rises",positive,
2024-08-22,"Fed steaming toward September rate cut, minutes from meeting show",positive,
2024-08-22,Kamala Harris' plan would 'chase jobs out of America': John Carney,negative,
2024-08-22,"While the Public Awaited Jobs Data, Wall Street Firms Got a Look",neutral,
2024-08-22,FTC’s Noncompete Ban Got Struck Down. What Happens Next?,negative,
2024-08-22,Urban Outfitters stock falls as same-store sales miss estimates,negative,
2024-08-22,Charles Payne: Higher taxes will not create a single job,neutral,
2024-08-22,Snowflake’s stock falls despite earnings beat and guidance boost,negative,
2024-08-22,"Stock market today: S&P 500, Nasdaq resume climb as Fed minutes signal 'likely' September rate cut",positive,
2024-08-22,Bond ETFs rise after revised jobs data but ‘everybody is waiting for Powell’,neutral,
2024-08-22,"AI is universally disruptive, it's going to change the world: John DiFucci",positive,
2024-08-22,Fed Minutes Show a Cut ‘Likely’ to Come in September,positive,
2024-08-22,"Rail Strike Would Be Costly Blow to BC Forestry, Industry Warns",negative,
2024-08-22,U.S. job growth revised down by the most since 2009. Why this time is different,negative,
2024-08-22,US Probes How Western Asset Allocated Trades for Client Accounts,neutral,
2024-08-22,"Wall St gains as Fed minutes, jobs data cement rate-cut expectations",positive,
2024-08-22,US Payrolls Marked Down by Most Since 2009 in Preliminary Data,negative,
2024-08-22,"Stock market today: S&P 500, Nasdaq rise as Fed minutes signal 'likely' September rate cut",positive,
2024-08-22,Why you shouldn't wait till the holidays to buy a car,neutral,
2024-08-22,Stocks Rise as Fed Minutes Boost Bets on Rate Cuts: Markets Wrap,positive,
2024-08-22,Fed minutes: Most officials favored September rate cut,positive,
2024-08-22,"S&P 500, Nasdaq edge up in wait for rate-cut clues",positive,
2024-08-22,"US employment falls by 818,000 in new revision",negative,
2024-08-22,Enbridge Cuts Tolls on Oil Pipeline System Amid New Competition,neutral,
2024-08-22,Fed minutes point to ‘likely’ rate cut coming in September,positive,
2024-08-22,Wheat Futures Drop on Potential for Canada Railway Strike,negative,
2024-08-22,Ford Pulls Back Its Electric Vehicle Push,negative,
2024-08-22,Ovintiv Explores Sale of Oil Operations in Uinta Basin,neutral,
2024-08-22,Kamala Harris badly needs an economic adviser: Art Laffer,negative,
2024-08-22,Ideal Year for Crops Is Spelling Adversity for US Corn Farmers,negative,
2024-08-22,Google’s best bet to hold on to its search market share might be an ad campaign,neutral,
2024-08-22,Homebuilders have had the upper hand in the housing market. Lower rates may change that.,neutral,
2024-08-22,Gasoline Prices Tumble to 6-Month Low in Boon for Democrats,positive,
2024-08-22,Mexico Becomes Traders’ Nightmare as Peso Slide Deepens,negative,
2024-08-22,"Trudeau Calls on Railways, Union to Reach Deal to Stave Off Strike",neutral,
2024-08-22,Blackstone Nearing Purchase of Hyatt Clearwater Beach in Florida,positive,
2024-08-22,"US economy missing 818,000 jobs. America, we're dealing with a wacky view of our economic health",negative,
2024-08-22,Colleges Chip Away at Nearly $1 Trillion Infrastructure Backlog,positive,
2024-08-22,"Canadian Stocks’ Record-Setting Rally Has Room to Run, BMO Says",positive,
2024-08-22,Consumers are ‘hunting’ for value in a ‘difficult’ economic time: Gerald Storch,negative,
2024-08-22,Wizz Considers More Unlimited Deals After Flight Passes Sell Out,positive,
2024-08-22,"Target, Macy's, JD.com: Top retail stocks making moves today",neutral,
2024-08-22,McDonald's to open 200 new restaurants in growth drive,positive,
2024-08-22,Euro Surges to One-Year High as Traders Eye Interest-Rate Path,positive,
2024-08-22,Target Still Has One Item Way Cheaper Than Walmart---Its Stock,positive,
2024-08-22,Treasuries Gain as Updated US Data Fuels Bets for Fed Rate Cuts,positive,
2024-08-22,US job growth in year through March was far less than estimated,negative,
2024-08-22,Temasek Mulling Exit From Schneider Electric India Venture,negative,
2024-08-22,Shah Gilani predicts new highs for Magnificent 7 stocks,positive,
2024-08-22,Nigeria’s Dangote Oil Refinery Is Increasingly Skipping US Crude,negative,
2024-08-22,Target may have solved one of retail's biggest problems: Theft,positive,
2024-08-22,"US economy created 818,000 fewer jobs than previously reported",negative,
2024-08-22,"U.S. Added 818,000 Fewer Jobs Than Reported Earlier",negative,
2024-08-22,French Power Demand Seen Falling to Lowest in Year as Heat Eases,negative,
2024-08-22,Pakistan to Unveil New Design for Currency Notes Next Year,neutral,
2024-08-22,Democrats need to stop the ‘rhetoric’ and ‘nonsense’ with Trump: Howard Lutnick,negative,
2024-08-22,"Opaque Australian Private Markets Pose Outsized Risk, ASIC Says",negative,
2024-08-22,"Peabody Rises After Thomist Takes Stake, Suggests Buybacks",positive,
2024-08-22,The explosion of online sports betting is taking a toll on how people invest,negative,
2024-08-22,Will Buffett's 'put' on oil firm Occidental halt share drop?,neutral,
2024-08-22,Western Asset’s Ken Leech Takes Leave of Absence Amid SEC Probe,negative,
2024-08-22,KCB Profit Rises 87% as Top Kenya Bank to Pay Interim Dividend,positive,
2024-08-22,BNP and CIBC to Lead Financing of Major German Hydrogen Project,positive,
2024-08-22,Bond-Market Pros Are Unimpressed With Baby Whales From Crypto,negative,
2024-08-22,"Asset Managers Must Invest in Private Markets Now, Bain Says",positive,
2024-08-22,Macy’s Reports Lower Sales as Shoppers Cut Back,negative,
2024-08-22,Market is really focused on Fed chairman's speech: John Lynch,neutral,
2024-08-22,Cholamandalam to Sell Largest India Perp Bond by Private Lender,neutral,
2024-08-22,Target blows past profit forecasts as price cuts pay off,positive,
2024-08-22,"Meme stocks surge, which may be good for risk rally",positive,
2024-08-22,Viking to Post Results as Travel Fatigue Imperils Rally From IPO,negative,
2024-08-22,Ford Pulls Back Further From EVs With $1.9 Billion SUV Pivot,negative,
2024-08-22,Majority of Fintech Partner Banks Report Losses Over Compliance,negative,
2024-08-22,Hamas is losing this war: Victoria Coates,neutral,
2024-08-22,Waitrose to open 100 new convenience shops,positive,
2024-08-22,Soybeans Gain as Weak Dollar Offsets Signs of Strong US Crop,positive,
2024-08-22,US futures hit the buffers in wait for rate-cut clues,negative,
2024-08-22,US Home-Purchase Applications Slide to Lowest Since February,negative,
2024-08-22,Luxury Brands Have a Strict Hierarchy. Burberry Found Out the Hard Way.,negative,
2024-08-22,Harris's Kamunist Agenda Faces Harsh Reality,negative,
2024-08-22,"Israeli Assassinations Are Near-Daily In Lebanon, Airstrikes Reaching Deeper",negative,
2024-08-22,"'Two Minutes Of Hate': Dems Roll Surreal, Unhinged Attack Montage On Loop At The DNC",negative,
2024-08-22,Top Biden-Harris Official Calls For 'Queering Nuclear Weapons',negative,
2024-08-22,"Ford Cancels Plans for Electric SUV, Expects a $1.9 Billion Loss",negative,
2024-08-22,An Auction on Stolen Goods,negative,
2024-08-22,Weight Loss Drug Linked To 45% Higher Suicidality; WHO Data Shows,negative,
2024-08-22,Return To Sender: Panama Starts Flying Migrants Home... At US Taxpayer Expense,negative,
2024-08-22,Exposing The Leftist Projectionistas: VDH,negative,
2024-08-22,"Dovish Fed & Dismal Job-Revisions Send Bonds, Big-Tech, Bitcoin, & Bullion Higher",positive,
2024-08-22,44 DNC Delegates Snub Harris With 'Present' Vote,negative,
2024-08-22,"Was the Real Jobs Revision Negative 818,000 or Negative 915,000?",negative,
2024-08-22,Judge: Virginia School District Must Allow Transgender Student On Girls' Tennis Team,positive,
2024-08-22,Preliminary benchmark revisions wipe out 30% of jobs growth in the past 16 months,negative,
2024-08-22,This Is a No-Win Situation,negative,
2024-08-22,5 Clear Signs The Economy Is Slowing,negative,
2024-08-22,Wednesday links: owning distribution,neutral,
2024-08-22,"BLS Revises Jobs Down by 818,000 the Most Ever, About 68,000 Per Month",negative,
2024-08-22,"Heat Killed 50,000 in Europe Last Year–Are We Next?",negative,
2024-08-22,Personal finance links: improved affordability,positive,
2024-08-22,ATM: Aswath Damodaran on the LifeCycles of Companies,neutral,
2024-08-22,Betting on climate change,neutral,
2024-08-22,"Disney's 'Deadpool' Delivers, But Downey Jr. May Save Shareholders",neutral,
2024-08-22,Bond Market Momentum Firmly Bullish Ahead Of Fed Conference,positive,
2024-08-22,FLiRT Covid wave is growing less rapidly,positive,
2024-08-22,Macro Briefing: 21 August 2024,neutral,
2024-08-20,"SEGRO: One Of The Highest Quality European REITs, Still Reasonably Valued",positive,
2024-08-20,"Improving the McKelvey Recession Indicator, No False Negative or Positive Signals",positive,
2024-08-20,Free Speech Is on the Ballot,neutral,
2024-08-20,"Assessing QuantumScape: Progress, Prospects, And Profitability",neutral,
2024-08-21,Kroger offers $10.5 billion in bonds to help pay for Albertsons merger,neutral,
2024-08-21,Asian Stocks to Fall as US Rally Takes a Breather: Markets Wrap,negative,
2024-08-21,"Stock Market News, Aug. 20, 2024: S&P 500 Closes Lower, Snapping Winning Streak",negative,
2024-08-21,"Wall St ends lower ahead of Jackson Hole, snapping multi-session rally",negative,
2024-08-21,Jupiter’s Nash Has Made Buying the Japanese Yen His Biggest Currency Bet,neutral,
2024-08-21,Judge Blocks F.T.C.’s Noncompete Rule,negative,
2024-08-21,‘There’s not a lot of dignity in a dollar bill’: I tip the bartender and coat-check person $1. Does that really make me cheap?,negative,
2024-08-21,Stock futures are little changed as Wall Street awaits Fed minutes,neutral,
2024-08-21,Take-Two shares rise on announcement of ‘Borderlands 4’ release in 2025,positive,
2024-08-21,7-Eleven parent company facing possible acquisition,neutral,
2024-08-21,Wall Street investors look beyond tech for next phase of stock market’s rally,positive,
2024-08-21,Five9 to cut workforce by 7% amid efforts to boost profitability,negative,
2024-08-21,Fed Confronts Up to a Million US Jobs Vanishing in Revision,negative,
2024-08-21,Microchip Technology says cybersecurity breach disrupted its operations,negative,
2024-08-21,Keysight shares rally on forecast as executives point to ‘stable’ backdrop,positive,
2024-08-21,Wells Fargo Hires TD’s Fadi Aboosh for Financial Sponsors Group,neutral,
2024-08-21,Toll Sees Solid Demand for Luxury Homes as Mortgage Rates Fall,positive,
2024-08-21,"Ghana Ditches Foreign Funding of Cocoa, Breaking 32-Year-Old Tradition",neutral,
2024-08-21,Bond Traders Amassing Historic Level of Risk on Rate-Cut Bets,negative,
2024-08-21,US slowdown is concentrated in the weakest part of the economy: Althea Spinozzi,negative,
2024-08-21,"S&P 500, Nasdaq snap longest win streak of 2024",neutral,
2024-08-21,Trump downplays Fed pressure: 'It's fine for a president to talk',neutral,
2024-08-21,"Netflix stock secures record close as company touts ad sales ahead of NFL, WWE debuts",positive,
2024-08-21,"Fed hiked interest rates too far, too fast: Mike Green",negative,
2024-08-21,Stocks Halt Big Rally Driven by ‘Momentum Guys’: Markets Wrap,negative,
2024-08-21,Kamala Harris wants 3 million new houses built — is it feasible?,neutral,
2024-08-21,Former Home Depot CEO on Fed officials warning over jobs data: ‘About time’ the government ‘got honest’,neutral,
2024-08-21,Americans looking for jobs at highest rate in 10 years,positive,
2024-08-21,Fed faced with up to 1 million jobs vanishing in revision,negative,
2024-08-21,Americans are very pessimistic about their economic future: Lee Carter,negative,
2024-08-21,NJ Lines Up $2.4 Billion Muni Bond Sale for Transportation Fixes,positive,
2024-08-21,Democrats 'better get their act together' soon: Karl Rove,negative,
2024-08-21,"Enbridge Sees Strong Oil Demand in 2050, With US Supply Growing",positive,
2024-08-21,Investors will miss out by 'not thinking differently': Michael Block,neutral,
2024-08-21,Chicago faces inflation rate that is among the highest in the country,negative,
2024-08-21,"Risky California Munis for Police, Teacher Housing Show Cracks",negative,
2024-08-21,NLB Scraps Plan to Buy Addiko Bank After Offer Misses 75% Threshold,negative,
2024-08-21,UK holidaymakers face €7 EU visa waiver next summer,negative,
2024-08-21,"Harris may want a 'complete and utter ban' of oil, gas development: Mike Sommers",negative,
2024-08-21,"Dollar’s Losing Streak Sends Euro, Pound to Fresh 2024 Highs",positive,
2024-08-21,"Nvidia helped the stock market storm back, but this summer’s broadening theme never went away",neutral,
2024-08-21,Trump Ally Bessent Says Stocks Will Fall on ‘Precarious’ Economy,negative,
2024-08-21,Argentina economic activity seen back in the red in June,negative,
2024-08-21,"We need more supply, job creators: David Nicholas",neutral,
2024-08-21,"Netflix stock hits record high as company touts ad sales ahead of NFL, WWE debuts",positive,
2024-08-21,Trump raises tariffs as key issue with 'eye for eye' proposals,negative,
2024-08-21,Libya’s Central Bank Refuses Order to Hand Over to New Board,negative,
2024-08-21,"Tiger Cub Goel Closes $11 Billion Firm, Citing Health Issues",negative,
2024-08-21,How EVs and gasoline cars compare on total cost — where you live can make a huge difference,neutral,
2024-08-21,Netflix Hits Record High as Changes Drive Subscriber Momentum,positive,
2024-08-21,Microsoft's enduring dominance offers a crucial market lesson,positive,
2024-08-21,Value of gold bar hits $1 million for first time ever,positive,
2024-08-21,CIBC Sees $160 Billion Piling Back Into Canadian Dividend Stocks,positive,
2024-08-21,"S&P500 to end 2024 near current level, suggests AI rally fizzling out: Reuters poll",negative,
2024-08-21,Couche-Tard Will Have to Raise Equity in Seven & I Bid: Analysts,negative,
